name,agg_master_class,master_class,detection_count,QSO,AGN,Seyfert_1,Seyfert_2,HMXB,LMXB,XB,YSO,TTau*,Orion_V*,ra,dec
2CXO J021954.3+343024,AGN,AGN,1,0.027±0.0,0.442±0.0,0.14±0.0,0.0±0.0,0.25±0.0,0.092±0.0,0.048±0.0,0.0±0.0,0.0±0.0,0.0±0.0,34.976568768690754,34.50667088519961
2CXO J021954.2+342354,XB,HMXB,1,0.05±0.0,0.15±0.0,0.182±0.0,0.135±0.0,0.26±0.0,0.121±0.0,0.101±0.0,0.0±0.0,0.0±0.0,0.0±0.0,34.9759476960071,34.39845718786598
2CXO J021953.7-030352,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.472±0.0,0.0±0.0,0.0±0.0,0.525±0.0,0.0±0.0,0.003±0.0,34.974144744602484,-3.0645504140786253
2CXO J021950.4+570517,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.98±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.012±0.0,0.007±0.0,34.960380275169655,57.08828079260133
2CXO J021946.7+343124,AGN,AGN,1,0.432±0.0,0.527±0.0,0.039±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.001±0.0,0.0±0.0,34.94481758315521,34.52339651109764
2CXO J022231.3+422021,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.63051093309127,42.33938666594924
2CXO J022232.4+422431,XB,HMXB,1,0.0±0.0,0.019±0.0,0.0±0.0,0.0±0.0,0.979±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.635088303422435,42.40876918352435
2CXO J022232.5+423014,Seyfert,Seyfert_2,1,0.0±0.0,0.0±0.0,0.0±0.0,0.989±0.0,0.004±0.0,0.003±0.0,0.0±0.0,0.0±0.0,0.003±0.0,0.0±0.0,35.63569497381491,42.50398298033142
2CXO J022235.8+422052,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.998±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.6491820653863,42.34789499963937
2CXO J022611.0-185757,AGN,AGN,1,0.43±0.0,0.458±0.0,0.006±0.0,0.0±0.0,0.0±0.0,0.106±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.54617785379929,-18.965997012746907
2CXO J022558.0-185343,AGN,QSO,1,0.499±0.0,0.123±0.0,0.372±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.006±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.49195892562665,-18.895418008569607
2CXO J022556.1-044723,AGN,AGN,1,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.48411844442336,-4.789830659829725
2CXO J022550.5+613246,YSO,TTau*,1,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.005±0.0,0.002±0.0,0.003±0.0,0.101±0.0,0.788±0.0,0.099±0.0,36.46058607822624,61.54620518595096
2CXO J022546.1-184509,Seyfert,Seyfert_1,1,0.162±0.0,0.0±0.0,0.837±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.44215326382266,-18.752519149938408
2CXO J022539.7-190034,XB,HMXB,1,0.348±0.0,0.006±0.0,0.041±0.0,0.0±0.0,0.604±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.41577100642502,-19.00970453379949
2CXO J022523.2+615950,XB,HMXB,1,0.0±0.0,0.063±0.0,0.0±0.0,0.0±0.0,0.558±0.0,0.332±0.0,0.0±0.0,0.044±0.0,0.0±0.0,0.002±0.0,36.346699907623815,61.99743652898347
2CXO J022517.4-185633,Seyfert,Seyfert_2,1,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.32260579811015,-18.94250870739213
2CXO J022505.6-244752,XB,HMXB,1,0.01±0.0,0.322±0.0,0.005±0.0,0.0±0.0,0.396±0.0,0.245±0.0,0.016±0.0,0.006±0.0,0.0±0.0,0.0±0.0,36.2734751552278,-24.79792060582476
2CXO J022455.6+622225,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.042±0.0,0.002±0.0,0.957±0.0,36.2319073107995,62.37388040304012
2CXO J022444.0-001003,AGN,QSO,1,0.463±0.0,0.388±0.0,0.131±0.0,0.002±0.0,0.015±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.18360021564973,-0.1676065019760103
2CXO J022440.5-190830,Seyfert,Seyfert_2,1,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.168969788181926,-19.14177826221769
2CXO J022440.3-000340,AGN,QSO,1,0.535±0.0,0.304±0.0,0.008±0.0,0.004±0.0,0.089±0.0,0.001±0.0,0.059±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.16823291557472,-0.0613159251538592
2CXO J022432.1+000205,XB,HMXB,1,0.012±0.0,0.024±0.0,0.027±0.0,0.0±0.0,0.933±0.0,0.004±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.13390353146349,0.0348679255839058
2CXO J022418.4+000153,XB,HMXB,1,0.01±0.0,0.046±0.0,0.043±0.0,0.088±0.0,0.623±0.0,0.082±0.0,0.109±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.07686138474935,0.0315505797811672
2CXO J022416.9+274541,YSO,TTau*,1,0.0±0.0,0.005±0.0,0.0±0.0,0.014±0.0,0.06±0.0,0.11±0.0,0.003±0.0,0.193±0.0,0.503±0.0,0.111±0.0,36.07052692807281,27.76165201763986
2CXO J022413.5+274135,YSO,TTau*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.273±0.0,0.519±0.0,0.206±0.0,36.0564409263028,27.693304169668377
2CXO J022408.2+000301,Seyfert,Seyfert_1,1,0.007±0.0,0.0±0.0,0.993±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,36.03424939572824,0.0503117628372466
2CXO J022355.5-000122,AGN,AGN,1,0.145±0.0,0.789±0.0,0.055±0.0,0.0±0.0,0.01±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.98150058326223,-0.0229491106551842
2CXO J022343.5+400052,XB,LMXB,1,0.0±0.0,0.03±0.0,0.0±0.0,0.0±0.0,0.36±0.0,0.604±0.0,0.0±0.0,0.007±0.0,0.0±0.0,0.0±0.0,35.93127141071204,40.01462188966752
2CXO J022334.9+430420,YSO,Orion_V*,1,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.005±0.0,0.02±0.0,0.057±0.0,0.087±0.0,0.063±0.0,0.767±0.0,35.89565768275361,43.07223084188135
2CXO J022313.3+861913,AGN,QSO,1,0.517±0.0,0.09±0.0,0.387±0.0,0.0±0.0,0.005±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.805768991289085,86.32033682813956
2CXO J022311.5+425932,AGN,QSO,1,0.892±0.0,0.021±0.0,0.086±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.79821198423707,42.99243554249241
2CXO J022307.1+423239,Seyfert,Seyfert_1,1,0.007±0.0,0.363±0.0,0.367±0.0,0.249±0.0,0.013±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.779756228883684,42.54425985756246
2CXO J022239.7+014715,Seyfert,Seyfert_1,1,0.067±0.0,0.047±0.0,0.872±0.0,0.009±0.0,0.002±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,35.665431097177816,1.7875690125155703
2CXO J024156.9-000532,XB,HMXB,1,0.115±0.0,0.215±0.0,0.271±0.0,0.006±0.0,0.297±0.0,0.0±0.0,0.096±0.0,0.0±0.0,0.0±0.0,0.0±0.0,40.48739992123677,-0.0923251136875832
2CXO J024214.9+371820,YSO,Orion_V*,1,0.053±0.0,0.0±0.0,0.298±0.0,0.004±0.0,0.004±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.641±0.0,40.562388743424606,37.3056020540928
2CXO J010741.9+322642,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.937±0.0,0.059±0.0,0.0±0.0,0.004±0.0,0.0±0.0,0.0±0.0,16.924900858445596,32.445246978198135
2CXO J030831.1-505052,Seyfert,Seyfert_1,1,0.0±0.0,0.0±0.0,0.704±0.0,0.0±0.0,0.296±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.1296571826108,-50.84803544540064
2CXO J031013.6-204011,AGN,QSO,1,0.709±0.0,0.256±0.0,0.007±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.028±0.0,0.0±0.0,47.55674570268906,-20.66986629859492
2CXO J031010.6-464828,AGN,AGN,1,0.27±0.0,0.676±0.0,0.04±0.0,0.0±0.0,0.012±0.0,0.001±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.54444230059812,-46.80783866435653
2CXO J031005.2+264148,AGN,QSO,1,0.784±0.0,0.084±0.0,0.131±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.52174376211832,26.69690237490364
2CXO J031005.1+264535,XB,HMXB,1,0.055±0.0,0.016±0.0,0.019±0.0,0.055±0.0,0.642±0.0,0.112±0.0,0.098±0.0,0.0±0.0,0.0±0.0,0.004±0.0,47.52137685145681,26.75998539310121
2CXO J031001.0-203553,XB,HMXB,1,0.008±0.0,0.12±0.0,0.001±0.0,0.0±0.0,0.588±0.0,0.278±0.0,0.0±0.0,0.004±0.0,0.0±0.0,0.001±0.0,47.504211035002015,-20.59827894068484
2CXO J030955.2-205048,Seyfert,Seyfert_1,1,0.007±0.0,0.001±0.0,0.981±0.0,0.0±0.0,0.011±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.48015115686263,-20.846832100043816
2CXO J030955.0-203504,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.891±0.0,0.001±0.0,0.108±0.0,47.47930757794654,-20.584501551277107
2CXO J030948.0-202203,Seyfert,Seyfert_1,1,0.162±0.0,0.018±0.0,0.788±0.0,0.032±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.450195787332575,-20.36764364275806
2CXO J030946.3-203513,XB,LMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.993±0.0,0.0±0.0,0.007±0.0,0.0±0.0,0.0±0.0,47.44300159908545,-20.58694593570942
2CXO J030943.3-203350,AGN,QSO,1,0.996±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.43047329482647,-20.56405931325304
2CXO J030940.6-203457,AGN,AGN,1,0.042±0.0,0.577±0.0,0.001±0.0,0.009±0.0,0.088±0.0,0.092±0.0,0.15±0.0,0.011±0.0,0.02±0.0,0.009±0.0,47.41926694403196,-20.582531769084746
2CXO J030905.6+264950,Seyfert,Seyfert_2,1,0.008±0.0,0.029±0.0,0.013±0.0,0.934±0.0,0.005±0.0,0.001±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.007±0.0,47.273589827586136,26.830713092268187
2CXO J030807.8-621607,XB,LMXB,1,0.0±0.0,0.023±0.0,0.0±0.0,0.0±0.0,0.043±0.0,0.775±0.0,0.158±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.03254086623178,-62.26883776952548
2CXO J031042.6-464412,XB,LMXB,1,0.001±0.0,0.109±0.0,0.015±0.0,0.03±0.0,0.189±0.0,0.633±0.0,0.009±0.0,0.0±0.0,0.014±0.0,0.0±0.0,47.67778000924699,-46.73683831318061
2CXO J030730.2-622848,AGN,AGN,1,0.027±0.0,0.31±0.0,0.162±0.0,0.002±0.0,0.131±0.0,0.259±0.0,0.098±0.0,0.004±0.0,0.004±0.0,0.003±0.0,46.87608656772386,-62.48008156010598
2CXO J030641.2-621503,XB,HMXB,1,0.0±0.0,0.018±0.0,0.001±0.0,0.0±0.0,0.96±0.0,0.002±0.0,0.016±0.0,0.002±0.0,0.0±0.0,0.0±0.0,46.672043821683815,-62.25106203859462
2CXO J030544.9+352920,AGN,QSO,1,0.975±0.0,0.004±0.0,0.021±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,46.43734310268212,35.48899896272084
2CXO J030537.4+351531,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.98±0.0,0.02±0.0,0.0±0.0,46.40589035774178,35.258696296166185
2CXO J030517.8+351434,AGN,AGN,1,0.322±0.0,0.396±0.0,0.021±0.0,0.0±0.0,0.247±0.0,0.006±0.0,0.008±0.0,0.0±0.0,0.0±0.0,0.0±0.0,46.324248902178965,35.242997999937735
2CXO J030458.9-274159,Seyfert,Seyfert_1,1,0.0±0.0,0.0±0.0,1.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,46.24548586551487,-27.699775057551776
2CXO J030447.0-490454,AGN,QSO,1,0.688±0.0,0.006±0.0,0.303±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.003±0.0,0.0±0.0,0.0±0.0,0.0±0.0,46.19587899400358,-49.08167825151688
2CXO J030445.6-492134,YSO,YSO,1,0.079±0.0,0.061±0.0,0.008±0.0,0.018±0.0,0.166±0.0,0.283±0.0,0.023±0.0,0.289±0.0,0.0±0.0,0.072±0.0,46.19033277365236,-49.35953299952049
2CXO J030419.9-272319,AGN,QSO,1,0.667±0.0,0.0±0.0,0.332±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,46.08294411277535,-27.38861236252741
2CXO J030414.0-435850,AGN,QSO,1,0.795±0.0,0.003±0.0,0.194±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.006±0.0,46.05835336176017,-43.98074726146599
2CXO J030327.0-225307,Seyfert,Seyfert_1,1,0.004±0.0,0.024±0.0,0.755±0.0,0.002±0.0,0.165±0.0,0.03±0.0,0.02±0.0,0.0±0.0,0.0±0.0,0.0±0.0,45.86273640508148,-22.88533648647028
2CXO J030307.7-225047,AGN,QSO,1,0.427±0.0,0.33±0.0,0.237±0.0,0.0±0.0,0.001±0.0,0.001±0.0,0.002±0.0,0.0±0.0,0.002±0.0,0.0±0.0,45.78240166807223,-22.84651772980176
2CXO J031041.6-202619,XB,LMXB,1,0.015±0.0,0.0±0.0,0.004±0.0,0.0±0.0,0.245±0.0,0.736±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.67335592245644,-20.438765413528063
2CXO J031043.9-265123,AGN,AGN,1,0.108±0.0,0.888±0.0,0.004±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.682937629788114,-26.8564245201654
2CXO J024239.5-000028,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.844±0.0,0.0±0.0,0.002±0.0,0.001±0.0,0.152±0.0,0.0±0.0,40.66473460258425,-0.0078215997327548
2CXO J031553.2-191018,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.03±0.0,0.0±0.0,0.0±0.0,0.073±0.0,0.0±0.0,0.897±0.0,48.97170310985547,-19.17189719687813
2CXO J031721.6-410652,XB,LMXB,1,0.0±0.0,0.021±0.0,0.0±0.0,0.0±0.0,0.424±0.0,0.507±0.0,0.048±0.0,0.0±0.0,0.0±0.0,0.0±0.0,49.34033563193515,-41.11456480563567
2CXO J031719.3-410614,XB,HMXB,1,0.003±0.0,0.124±0.0,0.001±0.0,0.213±0.0,0.318±0.0,0.157±0.0,0.179±0.0,0.001±0.0,0.002±0.0,0.001±0.0,49.3306500688393,-41.10416000113701
2CXO J031718.7-410630,Seyfert,Seyfert_2,1,0.0±0.0,0.0±0.0,0.001±0.0,0.998±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,49.32815330364258,-41.10850049288395
2CXO J031714.9-410612,XB,HMXB,1,0.0±0.0,0.18±0.0,0.027±0.0,0.001±0.0,0.716±0.0,0.075±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,49.31244808860703,-41.103458057775846
2CXO J031706.0+414508,XB,HMXB,1,0.0±0.0,0.001±0.0,0.003±0.0,0.0±0.0,0.965±0.0,0.003±0.0,0.0±0.0,0.027±0.0,0.0±0.0,0.0±0.0,49.27532312207262,41.75245502273966
2CXO J031658.6-410406,XB,LMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.106±0.0,0.889±0.0,0.0±0.0,0.004±0.0,0.0±0.0,0.001±0.0,49.24455221803498,-41.06859416305094
2CXO J031654.0+420426,AGN,AGN,1,0.002±0.0,0.468±0.0,0.0±0.0,0.0±0.0,0.437±0.0,0.091±0.0,0.001±0.0,0.001±0.0,0.0±0.0,0.0±0.0,49.22511436346616,42.074109572307606
2CXO J031653.6+415124,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.998±0.0,0.0±0.0,0.0±0.0,49.22364555943966,41.85684042652238
2CXO J031609.1-405628,XB,HMXB,1,0.008±0.0,0.155±0.0,0.0±0.0,0.0±0.0,0.832±0.0,0.006±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,49.03807000747162,-40.94119640359592
2CXO J031606.0+421041,AGN,AGN,1,0.3±0.0,0.459±0.0,0.051±0.0,0.001±0.0,0.095±0.0,0.004±0.0,0.09±0.0,0.0±0.0,0.0±0.0,0.0±0.0,49.02508269173734,42.17815606462364
2CXO J031558.4-022746,Seyfert,Seyfert_1,1,0.225±0.0,0.059±0.0,0.708±0.0,0.0±0.0,0.001±0.0,0.003±0.0,0.004±0.0,0.0±0.0,0.0±0.0,0.0±0.0,48.99354025089218,-2.4628785003227165
2CXO J031556.3-022616,AGN,AGN,1,0.029±0.0,0.479±0.0,0.0±0.0,0.0±0.0,0.471±0.0,0.014±0.0,0.006±0.0,0.0±0.0,0.0±0.0,0.001±0.0,48.98463961177231,-2.4378998419392017
2CXO J031548.1-021848,AGN,AGN,1,0.28±0.0,0.615±0.0,0.014±0.0,0.001±0.0,0.017±0.0,0.014±0.0,0.043±0.0,0.002±0.0,0.01±0.0,0.003±0.0,48.95071031517239,-2.313532813486036
2CXO J031050.4-202724,Seyfert,Seyfert_1,1,0.0±0.0,0.0±0.0,0.931±0.0,0.0±0.0,0.004±0.0,0.0±0.0,0.065±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.71026011099252,-20.456776625500904
2CXO J031545.8-021847,AGN,QSO,1,0.909±0.0,0.012±0.0,0.023±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.056±0.0,48.940886934544096,-2.313331561852008
2CXO J031442.0+044240,Seyfert,Seyfert_1,1,0.095±0.0,0.037±0.0,0.755±0.0,0.064±0.0,0.003±0.0,0.004±0.0,0.042±0.0,0.0±0.0,0.0±0.0,0.0±0.0,48.67512123334848,4.711368496094232
2CXO J031343.5+044754,XB,HMXB,1,0.0±0.0,0.017±0.0,0.002±0.0,0.0±0.0,0.705±0.0,0.216±0.0,0.06±0.0,0.0±0.0,0.0±0.0,0.0±0.0,48.43140348322959,4.798559168885312
2CXO J031340.5+045027,Seyfert,Seyfert_1,1,0.373±0.0,0.011±0.0,0.613±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,48.41912230573871,4.841099659705467
2CXO J031303.3+082325,YSO,Orion_V*,1,0.001±0.0,0.0±0.0,0.008±0.0,0.0±0.0,0.0±0.0,0.025±0.0,0.0±0.0,0.3±0.0,0.27±0.0,0.395±0.0,48.2640289673119,8.390306401826987
2CXO J031254.9+082612,XB,HMXB,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.985±0.0,0.0±0.0,0.0±0.0,0.015±0.0,0.0±0.0,0.001±0.0,48.22876148434045,8.436888702016354
2CXO J031244.8+082411,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.332±0.0,0.08±0.0,0.586±0.0,48.18707984575542,8.403260321011794
2CXO J031140.2-264803,Seyfert,Seyfert_1,1,0.111±0.0,0.0±0.0,0.889±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.91750636362548,-26.801047491332167
2CXO J031134.7-270150,AGN,AGN,1,0.031±0.0,0.525±0.0,0.125±0.0,0.001±0.0,0.054±0.0,0.0±0.0,0.264±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.89462614113074,-27.030734654016623
2CXO J031115.3-264203,Seyfert,Seyfert_1,1,0.431±0.0,0.042±0.0,0.527±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.81406012264631,-26.7010041414355
2CXO J031111.5+041130,AGN,QSO,1,0.713±0.0,0.119±0.0,0.151±0.0,0.017±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,47.79830206761682,4.191859235086725
2CXO J031054.3-203637,AGN,AGN,1,0.271±0.0,0.524±0.0,0.203±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.001±0.0,0.0±0.0,47.72659081971864,-20.610485167431538
2CXO J030306.8-153608,Seyfert,Seyfert_1,1,0.042±0.0,0.049±0.0,0.536±0.0,0.0±0.0,0.353±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.018±0.0,0.0±0.0,45.77841865270631,-15.602402098482596
2CXO J030300.2-224845,AGN,AGN,1,0.204±0.0,0.478±0.0,0.199±0.0,0.053±0.0,0.02±0.0,0.007±0.0,0.039±0.0,0.0±0.0,0.0±0.0,0.0±0.0,45.75099544121446,-22.81277692894672
2CXO J030236.7-224358,AGN,QSO,1,0.814±0.0,0.132±0.0,0.003±0.0,0.0±0.0,0.013±0.0,0.038±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,45.65307279196298,-22.732938177522747
2CXO J024810.7-033536,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,1.0±0.0,42.04479379584404,-3.5935617993859377
2CXO J025428.8-465359,AGN,QSO,1,0.513±0.0,0.041±0.0,0.443±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,43.62021167065649,-46.89976698029416
2CXO J025406.7-483409,Seyfert,Seyfert_1,1,0.0±0.0,0.042±0.0,0.958±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,43.528072017299,-48.56936947381005
2CXO J025405.5+413609,AGN,AGN,1,0.03±0.0,0.88±0.0,0.043±0.0,0.0±0.0,0.045±0.0,0.0±0.0,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,43.52292055509349,41.602570896827366
2CXO J025355.0-470803,AGN,QSO,1,0.269±0.0,0.217±0.0,0.26±0.0,0.0±0.0,0.198±0.0,0.054±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,43.47938428876654,-47.134198449575415
2CXO J025333.5+413926,YSO,Orion_V*,1,0.228±0.0,0.145±0.0,0.002±0.0,0.242±0.0,0.023±0.0,0.001±0.0,0.0±0.0,0.03±0.0,0.0±0.0,0.329±0.0,43.38999662487362,41.65732400836687
2CXO J025325.8+413948,YSO,Orion_V*,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.066±0.0,0.0±0.0,0.224±0.0,0.0±0.0,0.71±0.0,43.35788491517093,41.663352458203214
2CXO J025239.1-482254,Seyfert,Seyfert_2,1,0.0±0.0,0.0±0.0,0.412±0.0,0.567±0.0,0.013±0.0,0.001±0.0,0.006±0.0,0.001±0.0,0.0±0.0,0.0±0.0,43.163310378837366,-48.38182239620787
2CXO J025214.7-163712,YSO,YSO,1,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.945±0.0,0.0±0.0,0.055±0.0,43.06128634782624,-16.62018241321373
2CXO J025135.1+340649,Seyfert,Seyfert_1,1,0.0±0.0,0.012±0.0,0.987±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,42.89639892577344,34.11367490001782
2CXO J024942.6-311317,YSO,TTau*,1,0.0±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.472±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.515±0.0,0.009±0.0,42.427748114930125,-31.22140165243921
2CXO J024935.1-311647,AGN,AGN,1,0.28±0.0,0.598±0.0,0.042±0.0,0.0±0.0,0.078±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,42.39662308100464,-31.27988957745691
2CXO J024912.8-081525,AGN,QSO,1,0.953±0.0,0.003±0.0,0.044±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,42.30358803425645,-8.257196537491764
2CXO J024649.9-082353,AGN,AGN,1,0.002±0.0,0.825±0.0,0.126±0.0,0.0±0.0,0.027±0.0,0.007±0.0,0.012±0.0,0.0±0.0,0.002±0.0,0.0±0.0,41.708321411514646,-8.398298803815536
2CXO J030221.0-042324,AGN,QSO,1,0.662±0.0,0.044±0.0,0.096±0.0,0.0±0.0,0.194±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.004±0.0,45.58783070973158,-4.390108208113839
2CXO J024634.1-082534,AGN,AGN,1,0.285±0.0,0.536±0.0,0.177±0.0,0.002±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,0.0±0.0,41.64247405889461,-8.426246175220284
2CXO J024607.0+130602,AGN,QSO,1,0.471±0.0,0.12±0.0,0.39±0.0,0.015±0.0,0.003±0.0,0.0±0.0,0.001±0.0,0.0±0.0,0.0±0.0,0.0±0.0,41.529398606432665,13.10081288788256
