,name,obsid,cluster,ra,dec,main_type,QSO,AGN,Seyfert_1,Seyfert_2,HMXB,LMXB,XB,YSO,TTau*,Orion_V*
13163,2CXO J203225.7+405728,12099,4,308.10739411640225,40.95784441350956,HMXB,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5574357406776604e-74,2.0317991302520877e-82,5.586107119589992e-69
13164,2CXO J203226.0+412514,10962,4,308.1083398806941,41.42080091907753,YSO,0.0,0.0,0.0,0.0,0.029996982984050114,2.5724955566537285e-15,0.0,0.6514680699367272,0.0901663948178796,0.2283685522613404
13165,2CXO J203227.6+411316,4511,4,308.1152335088585,41.22134787094806,YSO,0.0,0.0,0.0,0.0,4.764948979466777e-06,0.0005629854501940935,0.0,0.8170195709513995,0.0008762393134076789,0.18153643933601932
13166,2CXO J203229.1+411402,4501,3,308.1214676624232,41.233929505605545,LMXB,5.445676714390503e-37,1.906076712453078e-11,6.00112666116115e-35,1.599970619586241e-24,3.2603906659081184e-11,0.9960969405019331,0.0,0.0005925268125395591,4.132223785427431e-08,0.0033104913116248982
13167,2CXO J203229.1+411402,10939,2,308.1214676624232,41.233929505605545,YSO,9.892483473140037e-47,1.7963825504622685e-23,3.4388370882715574e-65,1.8917173094360696e-54,8.650706704970667e-14,1.622599713038431e-33,3.345868375533805e-60,0.9999826130217109,1.7291588850969702e-05,9.538935164102159e-08
13168,2CXO J203229.1+411402,10970,2,308.1214676624232,41.233929505605545,YSO,3.0361562974517674e-38,3.4132916212075874e-19,6.79722295446884e-54,1.9723063186479998e-46,1.617267704707643e-10,7.644796486493098e-26,7.898689330994661e-49,0.9942479163231454,0.00571039312553008,4.169038959771791e-05
13169,2CXO J203229.1+411402,12099,3,308.1214676624232,41.233929505605545,LMXB,7.18378173319071e-22,5.5043474639291424e-09,1.9170962365772474e-19,1.225055901455161e-22,4.5316439257272325e-07,0.858776294581257,0.0,0.0956148483142919,6.041004342830398e-07,0.04560779433527679
13170,2CXO J203229.4+411651,10953,4,308.12282046750806,41.28088145387283,YSO,0.0,0.0,0.0,0.0,5.4743601082519235e-05,8.436373173334204e-17,0.0,0.9001574872612483,0.0038951154018139504,0.09589265373585519
13171,2CXO J203231.1+413035,10951,5,308.1297562352787,41.50994984665901,Orion_V*,6.568655165995637e-09,2.9044698370165226e-15,8.729833395489886e-09,4.1171304371897255e-14,0.28486598374274913,0.008600782393045854,1.889002003331829e-20,0.10340779448283557,1.7020317819044298e-06,0.6031237220510549
13172,2CXO J203231.4+411335,10970,2,308.1309028118271,41.22648476216736,YSO,3.0361562974517674e-38,3.4132916212075874e-19,6.79722295446884e-54,1.9723063186479998e-46,1.617267704707643e-10,7.644796486493098e-26,7.898689330994661e-49,0.9942479163231454,0.00571039312553008,4.169038959771791e-05
